"Tract","Walker","Pass","Distance","Sherds","Other","Bags"
11200,60,1,100,4,0,0
11201,5,1,100,13,0,1
11201,42,1,100,7,0,1
11201,48,1,100,0,0,0
11201,57,1,100,2,0,0
11201,60,1,100,0,0,0
11202,5,1,100,4,0,1
11202,42,1,100,4,0,1
11202,48,1,100,0,0,0
11202,57,1,100,1,0,0
11202,60,1,100,0,0,0
11203,5,1,100,0,0,0
11203,42,1,100,0,0,0
11203,48,1,100,0,0,0
11203,57,1,100,1,0,0
11203,60,1,100,0,0,0
11204,5,1,100,0,0,0
11204,42,1,100,0,0,0
11204,48,1,100,0,0,0
11204,57,1,100,0,0,0
11204,60,1,100,0,0,0
11205,5,1,100,0,0,0
11205,42,1,100,0,0,0
11205,48,1,100,0,0,0
11205,57,1,100,0,0,0
11205,60,1,100,0,0,0
11206,5,1,100,0,0,0
11206,42,1,100,0,0,0
11206,48,1,100,0,0,0
11206,57,1,100,0,0,0
11206,60,1,100,0,0,0
11207,5,1,100,0,0,0
11207,42,1,100,0,0,0
11207,48,1,100,0,0,0
11207,57,1,100,0,0,0
11207,60,1,100,0,0,0
11208,5,1,100,0,0,0
11208,42,1,100,0,0,0
11208,48,1,100,0,0,0
11208,57,1,100,0,0,0
11208,60,1,100,0,0,0
11209,5,1,100,3,0,1
11209,42,1,100,0,0,0
11209,48,1,100,0,0,0
11209,57,1,100,0,0,0
11209,60,1,100,0,0,0
11210,5,1,100,1,1,1
11210,42,1,100,4,0,0
11210,48,1,100,3,0,1
11210,57,1,100,1,0,1
11210,60,1,100,2,0,0
11211,5,1,100,0,0,0
11211,42,1,100,0,0,0
11211,48,1,100,1,0,0
11211,57,1,100,1,0,0
11211,60,1,100,0,0,0
11212,5,1,100,0,0,0
11212,42,1,100,0,0,0
11212,48,1,100,0,0,0
11212,57,1,100,2,0,0
11212,60,1,100,0,0,0
11213,5,1,100,0,0,0
11213,42,1,100,0,1,1
11213,48,1,100,0,0,0
11213,57,1,100,1,0,0
11213,60,1,100,0,0,0
11214,5,1,100,0,0,0
11214,42,1,100,0,0,0
11214,48,1,100,0,0,0
11214,57,1,100,0,0,0
11214,60,1,100,0,0,0
11215,5,1,100,0,0,0
11215,7,1,100,0,0,0
11215,44,1,100,0,0,0
11215,50,1,100,0,0,0
11215,60,1,100,0,0,0
11216,5,1,100,0,0,0
11216,7,1,100,0,0,0
11216,44,1,100,0,0,0
11216,50,1,100,0,0,0
11216,60,1,100,0,0,0
11217,5,1,100,0,0,0
11217,7,1,100,0,0,0
11217,44,1,100,0,0,0
11217,50,1,100,0,0,0
11217,60,1,100,0,0,0
11218,5,1,100,0,0,0
11218,7,1,100,0,0,0
11218,44,1,100,0,0,0
11218,50,1,100,0,0,0
11218,60,1,100,0,0,0
11219,5,1,100,0,0,0
11219,7,1,100,0,0,0
11219,44,1,100,0,0,0
11219,50,1,100,0,0,0
11219,60,1,100,0,0,0
11220,5,1,100,0,0,0
11220,7,1,100,0,0,0
11220,44,1,100,0,0,0
11220,50,1,100,0,0,0
11220,60,1,100,0,0,0
11221,5,1,100,0,0,0
11221,7,1,100,0,0,0
11221,44,1,100,0,0,0
11221,50,1,100,0,0,0
11221,60,1,100,0,0,0
11222,5,1,100,0,0,0
11222,7,1,100,0,0,0
11222,44,1,100,0,0,0
11222,50,1,100,0,0,0
11222,60,1,100,0,0,0
11223,5,1,100,0,0,0
11223,7,1,100,0,0,0
11223,44,1,100,0,0,0
11223,50,1,100,0,0,0
11223,60,1,100,0,0,0
11224,5,1,100,0,0,0
11224,7,1,100,0,0,0
11224,44,1,100,0,0,0
11224,50,1,100,0,0,0
11224,60,1,100,0,0,0
11225,5,1,100,0,0,0
11225,7,1,100,0,0,0
11225,44,1,100,0,0,0
11225,50,1,100,0,0,0
11225,60,1,100,0,0,0
11226,5,1,100,0,0,0
11226,7,1,100,0,0,0
11226,44,1,100,0,0,0
11226,50,1,100,0,0,0
11226,60,1,100,0,0,0
11227,5,1,100,0,0,0
11227,7,1,100,0,0,0
11227,44,1,100,0,0,0
11227,50,1,100,0,0,0
11227,60,1,100,0,0,0
11228,5,1,100,0,0,0
11228,7,1,100,0,0,0
11228,44,1,100,0,0,0
11228,50,1,100,0,0,0
11228,60,1,100,0,0,0
11229,5,1,100,0,0,0
11229,7,1,100,0,0,0
11229,44,1,100,0,0,0
11229,50,1,100,0,0,0
11229,60,1,100,0,0,0
11230,5,1,100,0,0,0
11230,7,1,100,0,0,0
11230,44,1,100,0,0,0
11230,50,1,100,0,0,0
11230,60,1,100,0,0,0
11231,5,1,100,0,0,0
11231,7,1,100,0,0,0
11231,44,1,100,0,0,0
11231,50,1,100,0,0,0
11231,60,1,100,0,0,0
11232,5,1,100,0,0,0
11232,7,1,100,0,0,0
11232,44,1,100,1,0,1
11232,50,1,100,0,0,0
11232,60,1,100,0,0,0
11233,5,1,100,0,0,0
11233,7,1,100,0,0,0
11233,44,1,100,0,0,0
11233,50,1,100,0,0,0
11233,60,1,100,0,0,0
11234,5,1,100,0,0,0
11234,7,1,100,0,0,0
11234,44,1,100,0,0,0
11234,50,1,100,0,0,0
11234,60,1,100,1,0,0
11235,5,1,100,0,0,0
11235,7,1,100,0,0,0
11235,44,1,100,2,0,0
11235,50,1,100,0,0,0
11235,60,1,100,1,0,0
11236,5,1,100,0,0,0
11236,7,1,100,0,0,0
11236,44,1,100,0,0,0
11236,50,1,100,0,0,0
11236,60,1,100,0,0,0
11237,5,1,100,0,0,0
11237,7,1,100,0,0,0
11237,44,1,100,0,0,0
11237,50,1,100,0,0,0
11237,60,1,100,0,0,0
11238,5,1,100,0,0,0
11238,7,1,100,0,0,0
11238,44,1,100,0,0,0
11238,50,1,100,0,0,0
11238,60,1,100,0,0,0
11239,5,1,100,0,0,0
11239,7,1,100,0,0,0
11239,44,1,100,0,0,0
11239,50,1,100,0,0,0
11239,60,1,100,0,0,0
11240,5,1,100,0,0,0
11240,7,1,100,0,0,0
11240,44,1,100,0,0,0
11240,50,1,100,0,0,0
11240,60,1,100,0,0,0
11241,5,1,100,0,0,0
11241,7,1,100,0,0,0
11241,44,1,100,0,0,0
11241,50,1,100,0,0,0
11241,60,1,100,0,0,0
11242,5,1,100,0,0,0
11242,7,1,100,0,0,0
11242,44,1,100,0,0,0
11242,50,1,100,0,0,0
11242,60,1,100,0,0,0
11243,5,1,100,0,0,0
11243,7,1,55,0,0,0
11243,7,2,25,0,0,0
11243,44,1,100,0,0,0
11243,50,1,100,0,0,0
11243,60,1,100,0,0,0
11244,5,1,100,0,0,0
11244,7,1,100,0,0,0
11244,44,1,100,0,0,0
11244,50,1,100,0,0,0
11244,60,1,100,0,0,0
11245,5,1,100,0,0,0
11245,7,1,100,0,0,0
11245,44,1,100,0,0,0
11245,50,1,100,0,0,0
11245,60,1,100,0,0,0
11246,5,1,100,4,0,0
11246,7,1,100,0,0,0
11246,44,1,100,4,0,0
11246,50,1,100,3,0,1
11246,60,1,100,6,0,1
11247,5,1,100,0,0,0
11247,7,1,100,1,0,0
11247,44,1,100,1,0,0
11247,50,1,100,0,0,0
11247,60,1,100,0,0,0
11248,5,1,100,0,0,0
11248,7,1,100,0,0,0
11248,44,1,100,0,0,0
11248,50,1,100,0,0,0
11248,60,1,100,0,0,0
11249,5,1,20,0,0,0
11249,44,1,100,0,0,0
11249,50,1,30,0,0,0
11249,60,1,10,0,0,0
11250,7,1,100,0,0,0
11251,7,1,50,0,0,0
11252,7,1,60,0,0,0
11253,5,1,100,0,0,0
11253,17,1,100,0,0,0
11253,24,1,100,0,0,0
11253,42,1,100,0,0,0
11253,60,1,100,0,0,0
11254,5,1,100,0,0,0
11254,17,1,100,0,0,0
11254,24,1,100,0,0,0
11254,42,1,100,0,0,0
11254,60,1,100,0,0,0
11255,5,1,100,0,0,0
11255,17,1,100,0,0,0
11255,24,1,100,0,0,0
11255,42,1,100,0,0,0
11255,60,1,100,2,0,1
11256,5,1,100,0,0,0
11256,17,1,100,0,0,0
11256,24,1,100,2,0,1
11256,42,1,100,0,0,0
11256,60,1,100,0,0,0
11257,5,1,100,0,0,0
11257,17,1,100,0,0,0
11257,24,1,100,0,0,0
11257,42,1,100,0,0,0
11257,60,1,100,0,0,0
11258,5,1,100,1,0,0
11258,17,1,100,0,0,0
11258,24,1,100,0,0,0
11258,42,1,100,2,0,0
11258,60,1,100,0,0,0
11259,5,1,100,0,0,0
11259,17,1,100,0,0,0
11259,24,1,100,0,0,0
11259,42,1,100,0,0,0
11259,60,1,100,1,0,0
11260,5,1,75,0,0,0
11260,17,1,100,1,0,0
11260,24,1,100,1,0,0
11260,42,1,60,0,0,0
11260,60,1,60,4,0,0
11261,17,1,100,0,0,0
11261,24,1,100,11,0,0
11262,17,1,85,0,0,0
11262,24,1,95,0,0,0
11263,24,1,20,0,0,0
11264,5,1,100,0,0,0
11264,24,1,100,0,0,0
11264,35,1,100,0,0,0
11264,42,1,95,0,0,0
11264,60,1,100,0,0,0
11265,5,1,100,0,0,0
11265,24,1,100,0,0,0
11265,35,1,100,0,0,0
11265,42,1,100,0,1,1
11265,60,1,100,0,1,1
11266,5,1,100,1,0,0
11266,24,1,100,1,0,1
11266,35,1,100,0,0,0
11266,42,1,75,10,0,1
11266,60,1,100,3,0,1
11267,5,1,48,0,0,0
11267,24,1,75,0,0,0
11267,35,1,70,0,1,1
11268,5,1,62,0,0,0
11268,24,1,60,0,0,0
11268,35,1,2,0,0,0
11268,42,1,50,0,0,0
11268,60,1,70,20,0,1
11269,5,1,100,0,0,0
11269,24,1,100,0,0,0
11269,35,1,100,0,0,0
11269,42,1,100,0,0,0
11269,60,1,70,20,0,0
11270,5,1,80,0,0,0
11270,24,1,80,0,0,0
11270,35,1,80,0,0,0
11270,42,1,80,0,0,0
11270,60,1,80,0,0,0
11271,5,1,100,0,0,0
11271,24,1,100,0,0,0
11271,35,1,100,0,0,0
11271,42,1,100,0,0,0
11271,60,1,100,0,0,0
11272,5,1,100,0,0,0
11272,24,1,100,2,0,1
11272,35,1,100,5,0,0
11272,42,1,100,0,0,0
11272,60,1,100,1,0,1
11273,5,1,60,0,0,0
11273,24,1,85,1,0,0
11273,35,1,65,0,0,0
11273,42,1,55,2,0,0
11273,60,1,40,40,0,0
11274,5,1,85,0,0,0
11274,24,1,100,0,0,0
11274,35,1,100,0,0,0
11274,42,1,95,0,0,0
11274,60,1,100,0,0,0
11275,5,1,100,1,0,0
11275,24,1,100,0,0,0
11275,35,1,100,5,0,0
11275,42,1,100,6,0,1
11275,60,1,100,0,0,0
11276,5,1,100,0,0,0
11276,24,1,100,0,0,0
11276,35,1,100,0,0,0
11276,42,1,100,0,0,0
11276,60,1,100,0,0,0
11277,5,1,30,0,0,0
11277,24,1,30,3,0,0
11277,35,1,30,0,0,0
11277,42,1,30,0,0,0
11277,60,1,30,0,1,1
11278,42,1,60,0,0,0
11278,58,1,60,0,0,0
11279,2,1,100,0,0,0
11279,5,1,100,0,0,0
11279,24,1,100,1,0,0
11279,42,1,100,0,0,0
11279,58,1,100,0,0,0
11280,2,1,100,0,0,0
11280,5,1,100,0,0,0
11280,24,1,100,0,0,0
11280,42,1,100,0,0,0
11280,58,1,100,0,0,0
11281,2,1,100,0,0,0
11281,5,1,100,0,0,0
11281,24,1,100,0,0,0
11281,42,1,100,0,0,0
11281,58,1,100,0,0,0
11282,2,1,40,0,0,0
11282,5,1,50,0,0,0
11282,24,1,50,0,0,0
11282,42,1,50,0,0,0
11282,58,1,50,0,0,0
11283,2,1,30,0,0,0
11283,42,1,90,0,0,0
11283,58,1,100,0,0,0
11284,2,1,40,0,0,0
11284,42,1,75,0,0,0
11284,58,1,100,0,0,0
11285,2,1,95,0,0,0
11285,5,1,95,0,0,0
11285,24,1,95,0,0,0
11285,42,1,100,0,0,0
11285,58,1,100,0,0,0
11286,2,1,100,0,1,1
11286,5,1,100,0,0,0
11286,24,1,100,2,0,0
11286,42,1,100,0,0,0
11286,58,1,100,2,0,0
11287,2,1,100,0,0,0
11287,5,1,100,0,0,0
11287,24,1,100,0,0,0
11287,42,1,100,1,0,0
11287,58,1,100,0,0,0
11288,2,1,100,0,0,0
11288,5,1,100,0,0,0
11288,24,1,100,0,0,0
11288,42,1,100,2,0,0
11288,58,1,100,0,0,0
11289,2,1,100,0,0,0
11289,5,1,100,0,0,0
11289,24,1,100,1,0,0
11289,42,1,100,0,0,0
11289,58,1,100,0,0,0
11290,2,1,100,0,0,0
11290,5,1,100,0,0,0
11290,24,1,100,1,0,0
11290,42,1,100,0,0,0
11290,58,1,100,0,0,0
11291,2,1,65,0,0,0
11291,5,1,22,0,0,0
11291,24,1,60,0,0,0
11291,42,1,100,0,0,0
11292,2,1,100,0,0,0
11292,5,1,99,0,0,0
11292,24,1,100,0,0,0
11292,42,1,100,0,0,0
11292,58,1,100,0,0,0
11293,2,1,100,0,0,0
11293,5,1,100,1,0,1
11293,24,1,100,0,1,1
11293,42,1,100,0,0,0
11293,58,1,100,0,0,0
11294,2,1,100,0,0,0
11294,5,1,100,0,0,0
11294,24,1,100,1,0,0
11294,42,1,100,0,0,0
11294,58,1,100,0,0,0
11295,2,1,100,0,0,0
11295,5,1,100,0,0,0
11295,24,1,100,0,0,0
11295,42,1,30,0,0,0
11295,58,1,100,0,0,0
11296,2,1,100,0,0,0
11296,42,1,100,5,0,1
11296,58,1,30,0,0,0
11297,2,1,100,0,0,0
11297,42,1,100,0,0,0
11297,58,1,100,0,0,0
11298,2,1,100,0,0,0
11298,42,1,100,0,0,0
11298,58,1,100,4,1,1
11299,2,1,85,0,0,0
11299,42,1,85,0,0,0
11299,58,1,100,0,0,0
11300,5,1,100,0,0,0
11301,5,1,100,0,0,0
11301,43,1,100,0,0,0
11301,57,1,100,1,0,0
11301,59,1,100,0,0,0
11301,60,1,100,1,0,0
11302,5,1,100,0,0,0
11302,43,1,100,0,0,0
11302,57,1,100,0,0,0
11302,59,1,100,1,0,0
11302,60,1,100,2,0,0
11303,5,1,100,1,0,0
11303,43,1,100,0,0,0
11303,57,1,100,0,0,0
11303,59,1,100,0,0,0
11303,60,1,100,0,0,0
11304,5,1,100,5,0,1
11304,43,1,100,25,0,1
11304,57,1,100,0,0,0
11304,59,1,100,1,0,1
11304,60,1,100,2,0,0
11305,5,1,100,4,0,0
11305,43,1,100,1,0,0
11305,57,1,100,7,0,0
11305,59,1,100,3,0,0
11305,60,1,95,2,0,0
11306,5,1,25,0,0,0
11306,43,1,50,0,0,0
11306,57,1,60,0,0,0
11307,5,1,41,0,0,0
11307,43,1,80,0,0,0
11307,57,1,100,0,0,0
11307,59,1,25,0,0,0
11308,5,1,100,0,0,0
11308,43,1,100,1,0,1
11308,57,1,100,5,0,0
11308,59,1,100,6,0,1
11308,60,1,85,3,0,1
11309,5,1,100,0,0,0
11309,43,1,100,0,0,0
11309,57,1,100,0,0,0
11309,59,1,100,0,0,0
11309,60,1,100,1,0,1
11310,5,1,100,0,0,0
11310,43,1,100,0,0,0
11310,57,1,100,0,0,0
11310,59,1,100,0,0,0
11310,60,1,100,0,0,0
11311,5,1,100,0,0,0
11311,43,1,100,1,0,0
11311,57,1,100,7,5,2
11311,59,1,100,0,0,0
11311,60,1,100,0,0,0
11312,5,1,50,0,0,0
11312,43,1,50,0,0,0
11312,57,1,50,0,0,0
11312,59,1,100,2,0,0
11312,60,1,50,0,0,0
11313,5,1,100,0,0,0
11313,43,1,100,0,0,0
11313,59,1,100,0,0,0
11314,5,1,100,0,0,0
11314,43,1,100,0,0,0
11314,59,1,100,0,0,0
11315,5,1,100,0,0,0
11315,43,1,100,0,0,0
11315,59,1,100,0,0,0
11316,5,1,100,0,0,0
11316,43,1,100,1,0,0
11316,59,1,100,1,0,0
11317,5,1,25,0,0,0
11317,59,1,10,0,0,0
11318,5,1,100,0,0,0
11318,47,1,100,0,0,0
11318,49,1,100,0,0,0
11318,57,1,100,0,0,0
11318,60,1,100,0,0,0
11319,5,1,100,0,0,0
11319,47,1,100,0,0,0
11319,49,1,100,0,0,0
11319,57,1,100,0,0,0
11319,60,1,100,0,0,0
11320,5,1,100,0,0,0
11320,47,1,100,0,0,0
11320,49,1,100,0,0,0
11320,57,1,100,2,0,0
11320,60,1,100,0,0,0
11321,5,1,100,0,0,0
11321,47,1,100,0,0,0
11321,49,1,100,0,0,0
11321,57,1,100,0,0,0
11321,60,1,100,0,0,0
11322,5,1,100,0,0,0
11322,47,1,100,0,0,0
11322,49,1,100,0,0,0
11322,57,1,100,1,0,1
11322,60,1,100,33,0,3
11323,5,1,100,0,0,0
11323,47,1,100,0,0,0
11323,49,1,100,1,0,0
11323,57,1,100,1,0,0
11323,60,1,100,0,0,0
11324,5,1,100,2,0,1
11324,47,1,100,2,0,0
11324,49,1,100,0,1,1
11324,57,1,100,3,0,0
11324,60,1,100,0,0,0
11325,5,1,100,7,0,2
11325,47,1,100,3,0,0
11325,49,1,100,8,1,2
11325,57,1,100,12,0,1
11325,60,1,90,0,0,0
11326,5,1,30,8,0,0
11326,47,1,50,2,0,0
11326,49,1,44,7,0,3
11326,57,1,30,31,0,2
11327,5,1,100,0,0,0
11327,47,1,90,0,0,0
11327,49,1,100,3,0,0
11327,57,1,100,0,0,0
11327,60,1,35,0,0,0
11328,5,1,100,0,0,0
11328,49,1,100,0,0,0
11328,57,1,45,0,0,0
11329,5,1,20,0,0,0
11330,5,1,65,0,0,0
11330,47,1,100,0,0,0
11330,49,1,100,0,0,0
11330,57,1,85,0,0,0
11330,60,1,90,0,0,0
11331,5,1,100,0,0,0
11331,47,1,100,0,0,0
11331,49,1,100,0,0,0
11331,57,1,100,0,0,0
11331,60,1,20,0,0,0
11332,5,1,20,0,0,0
11332,47,1,20,0,0,0
11332,49,1,20,0,0,0
11332,57,1,20,0,0,0
11332,60,1,100,0,0,0
11333,5,1,100,0,0,0
11333,47,1,100,0,0,0
11333,49,1,100,0,0,0
11333,57,1,100,0,0,0
11333,60,1,100,1,0,0
11334,5,1,100,0,22,1
11334,47,1,100,0,0,0
11334,49,1,100,0,0,0
11334,57,1,100,0,1,1
11334,60,1,100,0,1,1
11335,5,1,10,1,0,1
11335,47,1,20,0,0,0
11335,49,1,10,0,0,0
11335,57,1,10,0,0,0
11335,60,1,15,0,0,0
11336,5,1,100,4,0,0
11336,47,1,60,0,0,0
11336,49,1,100,0,0,0
11336,57,1,75,0,0,0
11336,60,1,90,0,0,0
11337,5,1,100,0,0,0
11337,47,1,100,0,0,0
11337,49,1,100,0,0,0
11337,57,1,100,2,0,0
11337,60,1,100,1,0,1
11338,5,1,15,0,0,0
11338,47,1,15,0,0,0
11338,49,1,15,0,0,0
11338,57,1,15,0,0,0
11338,60,1,15,0,0,0
11339,5,1,100,0,0,0
11339,47,1,100,3,0,0
11339,49,1,100,1,0,1
11339,57,1,100,0,0,0
11339,60,1,100,1,0,1
11340,5,1,33,0,0,0
11340,47,1,50,0,0,0
11340,49,1,53,0,0,0
11340,57,1,25,0,0,0
11340,60,1,20,0,0,0
11341,5,1,82,0,0,0
11341,47,1,60,4,0,0
11341,49,1,45,0,0,0
11341,57,1,100,0,0,0
11341,60,1,20,0,0,0
11342,5,1,40,0,0,0
11342,47,1,40,2,0,0
11342,49,1,40,0,0,0
11342,57,1,40,0,0,0
11342,60,1,40,0,0,0
11343,5,1,84,1,0,0
11343,47,1,90,0,0,0
11343,49,1,100,0,0,0
11343,57,1,95,0,0,0
11343,60,1,80,0,0,0
11344,5,1,100,0,0,0
11344,47,1,100,0,0,0
11344,49,1,100,0,0,0
11344,57,1,90,0,0,0
11344,60,1,90,0,0,0
11345,5,1,10,0,0,0
11345,47,1,10,0,0,0
11345,49,1,10,0,0,0
11345,57,1,10,0,0,0
11345,60,1,10,0,0,0
11346,5,1,78,0,0,0
11346,47,1,100,0,0,0
11346,49,1,70,0,0,0
11346,57,1,90,0,0,0
11346,60,1,100,0,0,0
11347,47,1,25,0,0,0
11347,60,1,20,0,0,0
11348,5,1,75,0,0,0
11348,47,1,90,0,0,0
11348,49,1,40,0,0,0
11348,57,1,35,0,0,0
11348,60,1,100,0,0,0
11349,5,1,45,0,0,0
11349,47,1,50,0,0,0
11349,49,1,50,0,0,0
11349,57,1,50,0,0,0
11349,60,1,35,1,0,1
11350,49,1,100,0,0,0
11350,57,1,100,2,1,1
11350,60,1,100,0,0,0
11351,49,1,75,0,0,0
11351,57,1,80,0,0,0
11351,60,1,90,0,0,0
11352,57,1,100,0,0,0
11353,57,1,90,0,0,0
11354,5,1,3,0,0,0
11354,47,1,65,0,0,0
11354,49,1,65,0,0,0
11354,57,1,35,0,0,0
11354,60,1,40,0,0,0
11355,47,1,20,0,0,0
11355,60,1,100,0,0,0
11356,57,1,50,0,0,0
11360,42,1,100,0,0,0
11360,58,1,70,0,0,0
11361,42,1,65,0,0,0
11361,58,1,20,0,0,0
11362,5,1,98,0,0,0
11362,42,1,80,0,0,0
11362,43,1,95,0,0,0
11362,58,1,98,0,0,0
11362,60,1,100,0,0,0
11363,5,1,100,0,0,0
11363,42,1,85,0,0,0
11363,43,1,85,0,0,0
11363,58,1,100,0,0,0
11363,60,1,100,0,0,0
11364,5,1,5,0,0,0
11364,58,1,20,0,0,0
11364,60,1,30,0,0,0
11365,5,1,65,0,0,0
11365,42,1,80,0,0,0
11365,43,1,100,0,0,0
11365,58,1,95,0,0,0
11365,60,1,68,0,0,0
11366,5,1,100,0,0,0
11366,42,1,100,0,0,0
11366,43,1,100,0,0,0
11366,58,1,70,0,0,0
11366,60,1,100,0,0,0
11367,5,1,18,0,0,0
11367,42,1,15,0,0,0
11367,43,1,15,0,0,0
11367,58,1,20,0,0,0
11367,60,1,15,0,0,0
11368,5,1,78,0,0,0
11368,42,1,70,0,0,0
11368,43,1,100,0,0,0
11368,58,1,95,0,0,0
11368,60,1,85,0,0,0
11369,5,1,100,0,0,0
11369,42,1,100,0,0,0
11369,43,1,90,0,0,0
11369,58,1,100,0,0,0
11369,60,1,100,0,0,0
11370,5,1,65,0,0,0
11370,42,1,75,0,0,0
11370,43,1,20,0,0,0
11370,58,1,20,0,0,0
11370,60,1,35,0,0,0
12000,15,1,100,0,0,0
12000,24,1,100,0,0,0
12000,35,1,100,9,0,0
12000,51,1,100,12,0,0
12000,57,1,100,0,0,0
12001,14,1,100,0,0,0
12001,15,1,100,0,0,0
12001,35,1,100,0,0,0
12001,51,1,100,4,0,0
12001,57,1,100,0,0,0
12002,14,1,100,0,0,0
12002,15,1,100,0,0,0
12002,35,1,100,0,0,0
12002,51,1,100,0,0,0
12002,57,1,100,0,0,0
12003,14,1,100,0,0,0
12003,15,1,100,0,0,0
12003,35,1,100,0,0,0
12003,51,1,100,0,0,0
12003,57,1,100,0,0,0
12004,14,1,70,0,0,0
12004,15,1,20,0,0,0
12004,35,1,70,0,0,0
12004,51,1,70,0,0,0
12004,57,1,83,0,0,0
12005,14,1,60,2,0,0
12005,15,1,50,0,0,0
12005,35,1,70,0,0,0
12006,14,1,45,0,0,0
12006,57,1,80,1,0,0
12007,14,1,10,0,0,0
12007,57,1,30,0,0,0
12008,14,1,65,0,0,0
12008,15,1,100,0,0,0
12008,35,1,85,0,0,0
12008,51,1,55,0,0,0
12008,57,1,50,0,0,0
12009,14,1,100,0,0,0
12009,15,1,100,0,0,0
12009,35,1,100,0,0,0
12009,51,1,100,0,0,0
12009,57,1,100,0,0,0
12010,14,1,100,0,0,0
12010,15,1,100,0,0,0
12010,35,1,100,0,0,0
12010,51,1,100,0,0,0
12010,57,1,100,0,0,0
12011,14,1,15,0,0,0
12011,15,1,100,0,0,0
12011,35,1,100,0,0,0
12011,51,1,100,0,0,0
12011,57,1,60,0,0,0
12012,14,1,20,0,0,0
12012,15,1,100,0,0,0
12012,35,1,100,0,0,0
12012,51,1,100,0,0,0
12012,57,1,75,0,0,0
12013,14,1,40,0,0,0
12013,35,1,75,0,0,0
12013,51,1,80,0,0,0
12013,57,1,15,0,0,0
12014,14,1,20,0,0,0
12015,14,1,15,0,0,0
12015,51,1,25,0,0,0
12015,57,1,25,0,0,0
12016,14,1,100,0,0,0
12016,15,1,80,0,0,0
12016,35,1,40,0,0,0
12016,51,1,70,0,0,0
12016,57,1,100,0,0,0
12017,14,1,100,0,0,0
12017,15,1,100,0,0,0
12017,35,1,100,0,0,0
12017,51,1,100,0,0,0
12017,57,1,100,0,0,0
12018,14,1,75,0,0,0
12018,35,1,100,0,0,0
12019,35,1,25,0,0,0
12020,14,1,75,1,0,0
12020,21,1,65,0,0,0
12020,35,1,90,15,0,2
12020,51,1,70,3,0,0
12020,57,1,75,10,0,0
12021,14,1,100,1,0,0
12021,21,1,100,0,0,0
12021,35,1,100,2,0,0
12021,51,1,100,2,0,0
12021,57,1,100,5,0,0
12022,14,1,100,4,0,0
12022,21,1,100,2,0,1
12022,35,1,100,10,0,1
12022,51,1,100,5,0,0
12022,57,1,100,10,0,1
12023,14,1,95,2,0,0
12023,21,1,90,0,0,0
12023,35,1,100,2,0,0
12023,51,1,90,7,0,0
12023,57,1,100,7,0,0
12024,14,1,90,2,0,1
12024,21,1,90,0,0,0
12024,35,1,75,12,0,1
12024,51,1,90,1,0,0
12024,57,1,85,0,0,0
12025,14,1,30,7,0,0
12025,21,1,30,0,0,0
12025,35,1,30,24,0,1
12025,51,1,30,2,0,0
12025,57,1,25,0,0,0
12026,14,1,100,5,0,0
12026,21,1,100,0,0,0
12026,35,1,65,4,3,1
12026,51,1,100,1,0,0
12026,57,1,100,1,0,1
12027,14,1,100,2,0,0
12027,21,1,100,0,0,0
12027,35,1,100,0,0,0
12027,51,1,100,1,0,0
12027,57,1,100,0,0,0
12028,14,1,100,2,0,0
12028,21,1,100,0,0,0
12028,35,1,100,0,0,0
12028,51,1,100,0,0,0
12028,57,1,100,2,0,0
12029,14,1,100,3,0,0
12029,21,1,100,0,0,0
12029,35,1,100,0,0,0
12029,51,1,100,1,0,0
12029,57,1,100,0,0,0
12030,14,1,100,0,0,0
12030,21,1,100,0,0,0
12030,35,1,100,2,0,0
12030,51,1,100,0,0,0
12030,57,1,100,0,0,0
12031,14,1,100,0,0,0
12031,21,1,100,3,0,0
12031,35,1,100,0,0,0
12031,51,1,100,1,0,0
12031,57,1,100,0,0,0
12032,14,1,45,0,0,0
12032,21,1,45,0,0,0
12032,35,1,45,0,0,0
12032,51,1,45,0,0,0
12032,57,1,45,0,0,0
12033,14,1,100,2,1,2
12033,21,1,100,0,0,0
12033,35,1,100,0,0,0
12033,51,1,100,0,0,0
12033,57,1,100,0,0,0
12034,14,1,100,0,0,0
12034,21,1,100,0,0,0
12034,35,1,100,0,0,0
12034,51,1,100,0,0,0
12034,57,1,100,0,0,0
12035,14,1,100,0,0,0
12035,21,1,100,1,0,1
12035,35,1,100,0,0,0
12035,51,1,100,1,0,0
12035,57,1,100,0,0,0
12036,14,1,100,0,0,0
12036,21,1,100,0,0,0
12036,35,1,100,0,0,0
12036,51,1,100,0,0,0
12036,57,1,100,0,0,0
12037,14,1,100,0,0,0
12037,21,1,100,1,0,0
12037,35,1,100,0,0,0
12037,51,1,100,0,0,0
12037,57,1,100,0,0,0
12038,14,1,100,0,0,0
12038,21,1,100,0,0,0
12038,35,1,100,0,0,0
12038,51,1,100,0,0,0
12038,57,1,100,3,0,0
12039,14,1,100,8,0,1
12039,21,1,100,2,0,1
12039,35,1,100,6,0,1
12039,51,1,100,7,0,3
12039,57,1,100,23,0,1
12040,14,1,30,3,0,0
12040,21,1,30,0,0,0
12040,35,1,100,30,0,0
12040,51,1,30,6,0,1
12040,57,1,30,2,0,0
12041,14,1,30,0,0,0
12041,21,1,80,1,0,0
12041,35,1,80,8,0,0
12041,51,1,25,13,0,0
12041,57,1,25,3,0,0
12042,14,1,40,43,0,3
12042,51,1,50,80,0,3
